SBSMID	Unigene	active	Molecule
SBSM229846	DNMT3A	false	CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C)CC3)nc2)cc2c1cnn2C(C)C
SBSM229847	DNMT1	false	Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1
SBSM229847	DNMT3A	false	Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1
SBSM3664	DNMT1	true	Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1
SBSM429	DNMT1	true	Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1
SBSM481045	DNMT1	true	Nc1ncnc2c1nnn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
SBSM183172	DNMT1	false	CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1
SBSM183266	DNMT1	false	CN(C)CC1CC(c2ccc(N)cc2)=NO1
SBSM483954	DNMT1	false	Nc1nccc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
SBSM485070	DNMT1	false	Nc1ccnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
SBSM183268	DNMT1	false	CN(C)CC1CC(Cc2ccc([N+](=O)[O-])cc2)=NO1
SBSM106195	DNMT1	true	O=C(c1ccc(=O)oc1)N1CCOCC1
SBSM193612	DNMT1	true	c1coc(-c2ccc3nncn3c2)c1
SBSM183270	DNMT1	false	CN1CC2ON=C(c3ccc(N)cc3)C2C1
SBSM20437	DNMT1	true	CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1
SBSM119120	DNMT1	true	O=C1NC(=S)N/C1=C/c1cc2c(cc1[N+](=O)[O-])OCO2
SBSM531591	DNMT1	true	N=C(NN/C=c1/cc/c(=C2\C=CC(=O)C(C(=O)O)=C2)o1)N[N+](=O)[O-]
SBSM193325	DNMT1	true	O=C(N/N=C/c1ccoc1)c1cc(O)cc(O)c1
SBSM112138	DNMT1	true	COc1ccc(C(=O)OCC(=O)Nc2ncc([N+](=O)[O-])s2)cc1OC
SBSM116101	DNMT1	true	O=C1CC(=O)NC(SCC(=O)Nc2ccccc2[N+](=O)[O-])=N1
SBSM121762	DNMT1	true	Cc1ccccc1NC(=O)CSc1ccsc1[N+](=O)[O-]
SBSM2403	DNMT1	true	CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
SBSM100822	DNMT1	true	C/C=C/C=C/C(=O)C1=C(O)C2(C)C(=O)C(C)(O)C1C(C1(C)OC(O)=C(C)C1=O)C2C(=O)/C=C/C=C/C
SBSM120543	DNMT1	false	Cc1cc(C)c2c(N)c3cccc(C)c3nc2n1
SBSM22823	DNMT3A	true	CC(C)(Oc1ccc2sc3ccccc3c2c1)C(=O)O
SBSM130381	DNMT1	false	Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1
SBSM356157	DNMT3A	true	CCOCC(C(=O)c1ccc(Cl)cc1)n1cnc2ncnc(N)c21
SBSM137774	DNMT1	true	CC1=NN(c2ccccc2)C(=O)C1/C=C1\NC(=S)NC1=O
SBSM495571	DNMT1	false	O=C(O)COc1ccc(C(=O)c2cc(Br)ccc2OCC(=O)O)cc1
SBSM121330	DNMT1	false	NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1
SBSM477877	DNMT1	false	Nc1ncnc2c1ncn2C1OC(CSC2CNC2)C(O)C1O
SBSM341305	DNMT1	false	O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O
SBSM427546	DNMT1	false	Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1
SBSM22880	DNMT3A	false	O=C(COc1c(Cl)cccc1Cl)Oc1ccc([N+](=O)[O-])cc1
SBSM436095	DNMT1	false	O=[N+]([O-])c1ccc(C2=NCC(CN3CCCC3)O2)cc1
SBSM126058	DNMT1	false	CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2
SBSM128778	DNMT1	false	CCN(CC)CCCNc1nc2cc(OC)c(OC)cc2c2nc(-c3cccnc3)nn12
SBSM119031	DNMT1	true	CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O
SBSM18118	DNMT1	false	CN(C)CCc1cc2c(c3c1ccc1ccccc13)OCO2
SBSM2103	DNMT1	false	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
SBSM356155	DNMT3A	true	CCSCC(C(=O)c1ccc(Cl)cc1)n1cnc2ccccc21
SBSM18092	DNMT1	true	COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1
SBSM296321	DNMT1	false	O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-]
SBSM479868	DNMT1	false	NC(CCSCC1OC(n2cnc3c(Nc4ccccc4)ncnc32)C(O)C1O)C(=O)O
SBSM100085	DNMT1	true	CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1
SBSM483670	DNMT1	false	NC(CCSCC1OC(n2cnc3c(NCc4ccncc4)ncnc32)C(O)C1O)C(=O)O
SBSM483256	DNMT1	false	Nc1ncnc2c1ncn2C1OC(CSC2CCCC2N)C(O)C1O
SBSM49648	DNMT1	false	Nc1ncnc2c1ncn2C1OC(CSCC2CCCN2)C(O)C1O
SBSM49315	DNMT1	true	Nc1ncnc2c1ncn2C1OC(CSC2CCNC(C(=O)O)C2)C(O)C1O
SBSM196024	DNMT1	true	O=C1c2sccc2-c2cccc3cccc1c23
SBSM156775	DNMT1	false	Cn1c2ccccc2c2c(=O)oc3ccccc3c21
SBSM491363	DNMT1	false	Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1
SBSM246947	DNMT1	false	CN(C)CCOc1nc(-c2ccccc2)nc2c1oc1ccccc12
SBSM104851	DNMT1	true	N#Cc1c(SCC(=O)Nc2nc3ccc(Br)cc3s2)sc2c(O)cc(O)nc12
SBSM21788	DNMT1	true	C=CCOC(=O)c1cc(-c2ccc(/C=C3\C(=O)NC(=O)C(C#N)=C3C)o2)ccc1Cl
SBSM356156	DNMT3A	true	C=C(C(=O)c1ccc(Cl)cc1)n1cnc2ccccc21
SBSM19046	DNMT1	true	Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1
SBSM193610	DNMT1	true	CCc1ccc(/C(C)=N/NC(=O)CNC(=O)/C=C/c2ccco2)cc1
SBSM123294	DNMT1	false	O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1
SBSM296322	DNMT1	false	O=C(O)C(Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
SBSM122227	DNMT1	true	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C2(C)CC2)C3)c1
SBSM105893	DNMT1	false	O=C(O)CCc1ccc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2N2CCCC2)cc1
SBSM142921	DNMT1	false	O=C1c2ccccc2-c2cccc3cccc1c23
SBSM117575	DNMT1	true	COc1ccc(OC)c(N2C(=O)C3ON=C(c4ccccc4Cl)C3C2=O)c1
SBSM121922	DNMT1	false	COc1ccc(-c2csc(NC(=O)CSc3nc(C)nc4sc(C(=O)O)c(C)c34)n2)cc1
SBSM117288	DNMT1	true	COc1cc(/C=C2\SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O
SBSM143168	DNMT1	false	O=C1COc2ccc(C(=O)COC(=O)/C=C/c3ccc(Br)o3)cc2N1
SBSM130433	DNMT1	false	Cc1cc[n+](/C=C(\[O-])c2cccc([N+](=O)[O-])c2)c2ccccc12
SBSM527300	DNMT1	true	C=c1[nH]n(-c2cccc(C(=O)O)c2)c(=O)/c1=C\C=C\c1ccco1
SBSM299898	DNMT1	false	Cc1cc(Nc2ccc(NC(=O)c3ccc(N)cc3)cc2)nc(N)n1
SBSM194666	DNMT1	false	COc1ccccc1N1CCN(/N=C/c2ccc(Cl)c([N+](=O)[O-])c2)CC1
SBSM484716	DNMT1	false	NC(CCSCC1OC(n2cnc3c(NCCc4ccccc4)ncnc32)C(O)C1O)C(=O)O
SBSM296320	DNMT1	false	O=C(O)C(Cc1csc2ccccc12)N1C(=O)c2ccccc2C1=O
SBSM20921	DNMT1	false	O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O
SBSM112210	DNMT1	false	O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1
SBSM131810	DNMT1	false	CCOC(=O)c1nn(-c2ccc(F)cc2)c(=O)cc1OCC(=O)Nc1ccc(OCC)cc1
SBSM16477	DNMT1	true	CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1
SBSM137074	DNMT1	true	COc1cc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccco3)cc2)ncn1
SBSM103799	DNMT1	true	CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C2SC1
SBSM122239	DNMT1	true	O=C(COC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1)NCc1ccco1
SBSM122998	DNMT1	true	COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2
SBSM20593	DNMT1	false	Cc1cccc(OCC(=O)Nc2ccc(N3CCCC3)cc2)c1C
SBSM100879	DNMT1	false	COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1
SBSM483574	DNMT1	true	NC(CCSCC1OC(n2cnc3c(NCCCc4ccccc4)ncnc32)C(O)C1O)C(=O)O
SBSM316342	DNMT1	false	Nc1ncnc2c1ncn2C1OC(CC(N)CC2CCCCC2)C(O)C1O
SBSM97980	DNMT1	true	O=C(O)c1ccccc1-c1ccc(/C=c2/sc3nc4cc(Br)cnc4n3c2=O)o1
SBSM16558	DNMT1	true	O=C(O)c1ccccc1-c1ccc(/C=c2\sc3nc4cc(Br)cnc4n3c2=O)o1
SBSM19964	DNMT1	true	O=C(CSc1nc(O)c2cnn(-c3ccccc3)c2n1)c1ccc(Cl)cc1
SBSM137070	DNMT1	true	O=C(CSc1nc(O)c2ccccc2n1)Nc1nc(-c2ccc(Br)cc2)cs1
SBSM525868	DNMT3A	false	CCOC(=O)C(C)Oc1cccc2c(=O)n(C/C(O)=N/Cc3ccc4c(c3)OCO4)ccc12
SBSM118502	DNMT1	true	O=C(/C=C/c1ccc(Br)cc1)NC(=S)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
SBSM136099	DNMT1	true	CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O
SBSM117925	DNMT1	true	COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1
SBSM296319	DNMT1	false	O=C(O)C1C(Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
SBSM490910	DNMT1	false	COc1ccc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)c2c1
SBSM197843	DNMT1	true	Cc1cc(C)c2nc3s/c(=C/c4ccc(-c5ccccc5C(=O)O)o4)c(=O)n3c2c1
SBSM21845	DNMT1	true	Cc1cc(C)c2nc3s/c(=C\c4ccc(-c5ccccc5C(=O)O)o4)c(=O)n3c2c1
SBSM341306	DNMT1	false	CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1
SBSM341306	DNMT3A	false	CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1
SBSM15568	DNMT1	false	O=C(Oc1ccc(-c2nc(-c3ccccn3)no2)cc1)c1ccccc1
SBSM15648	DNMT1	true	Cn1c(N)c(C(=O)COC(=O)c2cc(-c3ccco3)nc3ccccc23)c(=O)n(C)c1=O
SBSM19069	DNMT1	false	Cc1ccc(C(=O)O)cc1-c1ccc(/C=C2/NC(=O)N(c3ccccc3)C2=O)o1
SBSM22991	DNMT3A	true	CCOc1cc(/C=C2/S/C(=N/c3ccc4ccccc4c3)NC2=O)cc(Cl)c1OCC(=O)O
SBSM198073	DNMT1	true	O=C(O)c1ccc(-n2cccc2/C=N\NC(=O)c2cc3cc(Br)ccc3o2)cc1
SBSM110579	DNMT1	false	Cc1ccc(C(=O)NN2CC(=O)C(c3nc(-c4cccc([N+](=O)[O-])c4)cs3)=C2N)cc1
SBSM19753	DNMT1	true	Cc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)/C=C/c3ccc(C)o3)c2)o1
SBSM491070	DNMT1	false	c1ccc2c(c1)c1c(c3ccccc32)CN2CCCC2C1
SBSM113805	DNMT1	true	O=C(O)c1ccc(-n2cccc2/C=C2/SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1
SBSM132845	DNMT1	false	CC1(C)CC(/N=c2\cc(-c3ccccc3)oc3ccc(Cl)cc23)CC(C)(C)N1
SBSM35502	DNMT1	false	O=C(O)C1C(Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1
SBSM128899	DNMT1	true	C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1
SBSM4087	DNMT1	false	Nc1ncnc2c1ncn2C1OC(CN(CCc2csc3ccccc23)CCC(N)C(=O)O)C(O)C1O
SBSM16571	DNMT1	false	O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4
SBSM194902	DNMT1	true	O=C(N/N=C/c1ccc(OC(=O)c2ccccc2Cl)cc1)c1cc(O)cc(O)c1
SBSM109105	DNMT1	true	O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl
SBSM19943	DNMT1	true	CN(c1ccccc1)c1ccc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]
SBSM154331	DNMT1	true	CN(c1ccccc1)c1ccc(/C=C(/CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]
SBSM142655	DNMT1	true	COc1ccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O
SBSM118250	DNMT1	true	Cc1c2cnn(CC(=O)Nc3c(F)c(F)cc(F)c3F)c(=O)c2c(C)n1Cc1ccccc1F
SBSM22704	DNMT3A	false	COc1cc(/C=C(\C#N)c2ccc(F)cc2)ccc1OCc1ccc(C(=O)O)cc1
SBSM135812	DNMT1	true	CCOc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1S(=O)(=O)N1CCOCC1
SBSM15631	DNMT1	false	Cc1ccc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C
SBSM23043	DNMT3A	false	COC(=O)c1ccc(COc2ccc3cc(-c4ccc(F)cc4)c(=O)oc3c2)cc1
SBSM99864	DNMT1	true	O=S(=O)(c1cc(O)ccc1O)c1cccc2c(S(=O)(=O)c3cc(O)ccc3O)cccc12
SBSM299897	DNMT1	false	Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1
SBSM134978	DNMT1	true	COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccco3)nc3ccccc23)cc1
SBSM272341	DNMT1	true	Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1
SBSM178630	DNMT1	false	COc1ccc(Oc2c(OC)cc(NCc3ccc(CN)cc3)c3ncccc23)cc1
SBSM111966	DNMT1	true	CN(C)C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1
SBSM7846	DNMT1	true	O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
SBSM195682	DNMT1	true	C/C(=N\NC(=O)c1cc(O)cc(O)c1)c1ccc(NC(=O)Cc2ccccc2)cc1
SBSM21331	DNMT1	true	O=C(COc1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1
SBSM194242	DNMT1	true	Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-]
SBSM97818	DNMT1	false	O=C(CN1C(=O)S/C(=C\c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O)Nc1ccc2c(c1)OCO2
SBSM129580	DNMT1	false	COc1cc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl
SBSM16273	DNMT1	true	COc1ccccc1CNC(=O)COC(=O)c1cc(-c2ccco2)nc2ccccc12
SBSM22646	DNMT3A	true	O=C(O)COc1ccc(/C=N/NC(=O)c2ccc(-c3csc(Nc4ccc(Cl)cc4)n3)cc2)cc1
SBSM85003	DNMT1	true	COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O
SBSM195166	DNMT1	true	O=C(N/N=C/c1cn(Cc2cccc(F)c2)c2ccccc12)c1cc(O)cc(O)c1
SBSM196209	DNMT1	false	O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)N/N=C\c1ccc(OC(=O)c2ccccc2)cc1
SBSM229844	DNMT1	false	CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C
SBSM229844	DNMT3A	false	CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C
SBSM140130	DNMT1	true	COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1
SBSM108438	DNMT1	true	O=C(Nc1cccc(S(=O)(=O)NC2=NCCC2)c1)c1cc(-c2ccco2)nc2ccccc12
SBSM19986	DNMT1	true	COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1
SBSM35501	DNMT1	false	O=C(O)C1C(Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1
SBSM531576	DNMT1	true	CCOC1=C/C(=C/c2c(-c3ccccc3)[nH]n(-c3nc(-c4ccc(Br)cc4)cs3)c2=O)C=CC1=O
SBSM22553	DNMT1	true	NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O
SBSM37397	DNMT3A	false	OC(CNCCc1c[nH]c2ccccc12)Cn1c2ccccc2c2ccccc21
SBSM299895	DNMT1	false	Cc1cc(Nc2ccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)cc2)nc(N)n1
SBSM299896	DNMT1	false	Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1
SBSM245989	DNMT1	true	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1
SBSM245989	DNMT3A	true	Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1
SBSM299893	DNMT1	true	Cc1cc(Nc2cccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)c2)nc(N)n1
SBSM299893	DNMT3A	true	Cc1cc(Nc2cccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)c2)nc(N)n1
SBSM299894	DNMT1	false	Cc1cc(Nc2ccccc2NC(=O)c2cccc(Nc3ccnc4ccccc34)c2)nc(N)n1
SBSM299891	DNMT1	false	Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1
SBSM341304	DNMT1	true	CCN(CC)CCNC(=O)c1ccc(NCCCCCCCCCCCCN2C(=O)c3ccccc3C2=O)cc1
SBSM534525	DNMT3A	false	Cc1ccc2nc(O)c(C(c3nnnn3C3CCCC3)N3CCCC4(CCCCC4)C3)cc2c1
SBSM110975	DNMT1	true	O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1
SBSM51924	DNMT1	true	O=P1(NCCCl)OCCCN1CCCl
SBSM3015	DNMT1	true	Nc1[nH]c(=O)ncc1F
SBSM153807	DNMT1	false	O=CC(O)C1OC(=O)C(O)C1O
SBSM180196	DNMT1	true	CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O
SBSM118648	DNMT1	false	CCCCCCCCc1nnc(NC(=O)c2ccco2)s1
SBSM209902	DNMT1	false	O=C1N=C(NCc2ccco2)NCN1
SBSM119423	DNMT1	false	CCOC(=O)C(NC(=O)CC(C)C)(Nc1sc2c(c1C(N)=O)CCCC2)C(F)(F)F
SBSM42464	DNMT1	false	O=C1Nc2c(Cl)cc(Cl)cc2C1=O
SBSM10552	DNMT1	false	NC(CCSCC1OC(n2cnc3c(=O)[nH]cnc32)C(O)C1O)C(=O)O
SBSM17296	DNMT1	true	O=C1CC(=O)N(Cc2ccco2)C(=O)N1
